Age,Workclass,Education,Marital Status,Occupation,Relationship,Race,Sex,Hours per Week,Native Country,Salary
37, Private, Masters, Married, Exec-managerial, Husband, White, Male,50, Ecuador, >50K
42, Private, Bachelors, Married, Exec-managerial, Wife, White, Female,40, United-States, >50K
34, Private, Bachelors, Married, Exec-managerial, Husband, Black, Male,45, United-States, >50K
27, Self-employed, Didnt-grad-HS, Married, Craft-repair, Husband, White, Male,40, United-States, <=50K
39, Private, Bachelors, Married, Tech-support, Husband, White, Male,50, United-States, >50K
41, Private, Assoc-voc, Married, Other, Husband, Asian-Pac-Islander, Male,60, India, >50K
34, Self-employed, Bachelors, Married, Craft-repair, Husband, Asian-Pac-Islander, Male,70, South, >50K
41, Private, Bachelors, Married, Exec-managerial, Husband, White, Male,40, United-States, <=50K
50, Private, Bachelors, Divorced, Adm-clerical, Unmarried, Black, Female,40, United-States, <=50K
18, Private, HS-grad, Never-married, Handlers-cleaners, Other-relative, White, Female,28, United-States, <=50K
23, Private, Bachelors, Never-married, Exec-managerial, Own-child, White, Female,15, United-States, <=50K
26, Private, HS-grad, Married, Craft-repair, Husband, White, Male,48, United-States, <=50K
38, Private, Bachelors, Married, Transport-moving, Husband, White, Male,60, United-States, >50K
27, Private, Bachelors, Married, Prof-specialty, Husband, White, Male,88, United-States, <=50K
21, Private, Didnt-grad-HS, Never-married, Handlers-cleaners, Not-in-family, Other, Male,40, Dominican-Republic, <=50K
41, Private, HS-grad, Married, Other, Husband, White, Male,40, United-States, <=50K
42, Self-employed, Assoc-acdm, Divorced, Craft-repair, Own-child, Amer-Indian-Eskimo, Male,35, United-States, <=50K
25, Private, Didnt-grad-HS, Never-married, Machine-op-inspct, Own-child, White, Male,40, United-States, <=50K
43, Private, Bachelors, Married, Sales, Husband, White, Male,40, United-States, >50K
23, Private, Bachelors, Never-married, Handlers-cleaners, Own-child, White, Male,15, United-States, <=50K
40, Government, Bachelors, Married, Prof-specialty, Husband, White, Male,40, United-States, >50K
23, Private, Bachelors, Never-married, Sales, Own-child, Black, Male,9, United-States, <=50K
18, Private, Didnt-grad-HS, Never-married, Other, Not-in-family, White, Female,20, United-States, <=50K
37, Private, Bachelors, Never-married, Exec-managerial, Not-in-family, White, Male,50, United-States, <=50K
58, Private, Didnt-grad-HS, Married, Machine-op-inspct, Husband, Black, Male,40, United-States, <=50K
36, Private, Bachelors, Never-married, Craft-repair, Not-in-family, White, Male,40, United-States, <=50K
36, Private, Assoc-acdm, Married, Prof-specialty, Husband, White, Male,40, United-States, >50K
25, Private, Assoc-voc, Married, Prof-specialty, Wife, White, Female,40, United-States, >50K
62, Private, Bachelors, Married, Exec-managerial, Husband, White, Male,40, United-States, >50K
34, Private, Bachelors, Married, Transport-moving, Husband, White, Male,40, United-States, <=50K
27, Private, Bachelors, Never-married, Prof-specialty, Not-in-family, White, Female,36, United-States, <=50K
23, Private, HS-grad, Never-married, Sales, Own-child, White, Male,35, United-States, <=50K
55, Private, HS-grad, Divorced, Adm-clerical, Not-in-family, White, Female,40, United-States, <=50K
42, Private, HS-grad, Married, Machine-op-inspct, Husband, White, Male,40, United-States, <=50K
22, Private, HS-grad, Never-married, Adm-clerical, Own-child, Black, Female,38, United-States, <=50K
44, Private, Assoc-acdm, Married, Sales, Husband, White, Male,40, United-States, >50K
42, Government, Bachelors, Married, Transport-moving, Husband, White, Male,40, United-States, <=50K
21, Private, HS-grad, Never-married, Adm-clerical, Unmarried, White, Male,40, United-States, <=50K
25, Private, Assoc-acdm, Divorced, Adm-clerical, Not-in-family, Black, Female,45, United-States, <=50K
31, Private, Didnt-grad-HS, Separated, Handlers-cleaners, Unmarried, White, Male,35, Honduras, <=50K
42, Private, Bachelors, Divorced, Craft-repair, Not-in-family, White, Male,38, United-States, <=50K
26, Private, Didnt-grad-HS, Married, Craft-repair, Husband, White, Male,20, United-States, <=50K
62, Private, Bachelors, Married, Exec-managerial, Husband, White, Male,98, United-States, >50K
28, Private, Bachelors, Married, Exec-managerial, Husband, White, Male,50, United-States, >50K
34, Private, Masters, Married, Exec-managerial, Husband, White, Male,40, United-States, <=50K
51, Private, Bachelors, Married, Handlers-cleaners, Husband, White, Male,40, United-States, <=50K
45, Government, Masters, Married, Prof-specialty, Wife, White, Female,45, United-States, >50K
44, Private, Bachelors, Married, Transport-moving, Husband, White, Male,50, United-States, >50K
47, Other, Didnt-grad-HS, Married, Other, Husband, White, Male,10, United-States, <=50K
35, Private, Bachelors, Married, Farming-fishing, Own-child, White, Male,40, United-States, <=50K
46, Private, Didnt-grad-HS, Married, Transport-moving, Husband, White, Male,40, United-States, <=50K
46, Private, Assoc-acdm, Never-married, Tech-support, Not-in-family, White, Male,56, United-States, <=50K
46, Private, Bachelors, Married, Exec-managerial, Husband, White, Male,53, United-States, >50K
66, Self-employed, Bachelors, Married, Exec-managerial, Husband, White, Male,8, United-States, >50K
34, Government, HS-grad, Separated, Adm-clerical, Unmarried, White, Female,20, United-States, <=50K
26, Private, Assoc-acdm, Married, Sales, Husband, White, Male,40, United-States, <=50K
29, Private, HS-grad, Married, Craft-repair, Husband, White, Male,40, United-States, >50K
30, Private, HS-grad, Never-married, Other, Not-in-family, Black, Male,40, ?, <=50K
23, Private, Bachelors, Never-married, Adm-clerical, Own-child, White, Female,40, United-States, <=50K
46, Private, Didnt-grad-HS, Married, Machine-op-inspct, Wife, White, Female,40, United-States, <=50K
44, Other, Didnt-grad-HS, Married, Other, Husband, White, Male,40, United-States, <=50K
54, Private, Masters, Married, Sales, Husband, White, Male,68, United-States, >50K
54, Self-employed, Didnt-grad-HS, Married, Farming-fishing, Husband, White, Male,60, United-States, <=50K
71, Private, Didnt-grad-HS, Widowed, Sales, Unmarried, White, Female,13, United-States, <=50K
51, Private, Didnt-grad-HS, Married, Craft-repair, Husband, White, Male,45, United-States, <=50K
32, Private, HS-grad, Never-married, Craft-repair, Not-in-family, White, Male,40, United-States, <=50K
75, Other, HS-grad, Married, Other, Wife, White, Female,14, United-States, <=50K
57, Private, Didnt-grad-HS, Married, Craft-repair, Not-in-family, White, Male,40, Canada, <=50K
34, Private, Didnt-grad-HS, Never-married, Craft-repair, Not-in-family, White, Male,40, United-States, <=50K
40, Private, Bachelors, Divorced, Sales, Not-in-family, White, Male,40, United-States, >50K
21, Private, HS-grad, Never-married, Exec-managerial, Own-child, White, Female,40, United-States, <=50K
50, Private, Masters, Married, Prof-specialty, Husband, White, Male,40, United-States, >50K
32, Private, Assoc-voc, Never-married, Craft-repair, Not-in-family, White, Male,44, Ireland, <=50K
37, Government, Bachelors, Married, Prof-specialty, Wife, White, Female,50, United-States, >50K
19, Private, Didnt-grad-HS, Married, Craft-repair, Husband, White, Male,99, United-States, <=50K
64, Private, HS-grad, Widowed, Adm-clerical, Not-in-family, White, Female,30, United-States, <=50K
17, Private, Didnt-grad-HS, Never-married, Other, Own-child, Black, Male,20, United-States, <=50K
37, Private, Assoc-voc, Married, Other, Husband, White, Male,40, United-States, <=50K
32, Private, Bachelors, Never-married, Craft-repair, Not-in-family, White, Male,45, United-States, <=50K
20, Private, Bachelors, Never-married, Other, Own-child, Black, Male,20, United-States, <=50K
39, Self-employed, Doctorate, Never-married, Prof-specialty, Not-in-family, White, Male,40, United-States, >50K
18, Private, Didnt-grad-HS, Never-married, Handlers-cleaners, Own-child, White, Male,40, Columbia, <=50K
42, Private, Masters, Married, Prof-specialty, Husband, White, Male,50, United-States, >50K
43, Private, Bachelors, Married, Sales, Husband, White, Male,40, United-States, >50K
42, Private, Bachelors, Married, Adm-clerical, Husband, White, Male,55, United-States, >50K
53, Government, Bachelors, Married, Prof-specialty, Wife, White, Female,60, United-States, >50K
52, Private, HS-grad, Married, Sales, Husband, White, Male,40, United-States, <=50K
51, Private, Didnt-grad-HS, Never-married, Farming-fishing, Own-child, White, Male,40, United-States, <=50K
77, Self-employed, Bachelors, Married, Sales, Husband, White, Male,8, United-States, <=50K
25, Private, Bachelors, Never-married, Sales, Own-child, Black, Female,30, United-States, <=50K
38, Government, Bachelors, Never-married, Prof-specialty, Own-child, White, Male,40, United-States, <=50K
20, Private, HS-grad, Never-married, Other, Not-in-family, White, Male,40, United-States, <=50K
23, Private, HS-grad, Never-married, Craft-repair, Not-in-family, White, Male,30, United-States, <=50K
27, Private, HS-grad, Never-married, Adm-clerical, Own-child, White, Female,40, United-States, <=50K
19, Private, Didnt-grad-HS, Never-married, Other, Own-child, White, Female,40, United-States, <=50K
41, Private, Bachelors, Married, Sales, Husband, White, Male,40, United-States, >50K
47, Government, Bachelors, Married, Exec-managerial, Husband, Black, Male,40, United-States, <=50K
72, Other, Bachelors, Separated, Other, Not-in-family, White, Female,7, United-States, <=50K
42, Private, Masters, Never-married, Exec-managerial, Not-in-family, White, Female,40, United-States, <=50K
36, Private, Bachelors, Married, Sales, Husband, White, Male,40, United-States, >50K
42, Self-employed, Masters, Married, Farming-fishing, Husband, White, Male,60, United-States, >50K
24, Private, Bachelors, Never-married, Adm-clerical, Own-child, White, Female,40, United-States, <=50K
22, Private, HS-grad, Never-married, Handlers-cleaners, Own-child, White, Male,40, United-States, <=50K
29, Private, Didnt-grad-HS, Married, Other, Husband, White, Male,40, ?, <=50K
42, Private, Prof-school, Married, Exec-managerial, Husband, White, Male,40, United-States, >50K
24, Private, Bachelors, Never-married, Prof-specialty, Own-child, White, Male,20, United-States, <=50K
41, Private, Bachelors, Married, Adm-clerical, Husband, White, Male,45, United-States, >50K
29, Private, HS-grad, Never-married, Protective-serv, Not-in-family, Asian-Pac-Islander, Male,40, Philippines, <=50K
36, Private, HS-grad, Divorced, Craft-repair, Own-child, White, Male,40, United-States, <=50K
78, Self-employed, HS-grad, Widowed, Sales, Not-in-family, White, Male,45, United-States, >50K
43, Private, Assoc-voc, Married, Tech-support, Wife, White, Female,32, United-States, >50K
34, Government, Bachelors, Separated, Exec-managerial, Own-child, White, Female,40, United-States, <=50K
20, Other, Bachelors, Never-married, Other, Own-child, White, Female,40, United-States, <=50K
24, Private, Didnt-grad-HS, Married, Craft-repair, Husband, White, Male,40, United-States, <=50K
36, Government, Assoc-voc, Married, Tech-support, Husband, White, Male,40, United-States, <=50K
49, Private, Bachelors, Married, Sales, Husband, White, Male,44, United-States, <=50K
21, Private, Didnt-grad-HS, Never-married, Transport-moving, Own-child, White, Male,40, United-States, <=50K
51, Private, Assoc-acdm, Separated, Other, Not-in-family, Black, Female,40, United-States, <=50K
30, Private, HS-grad, Married, Tech-support, Husband, White, Male,40, United-States, <=50K
37, Private, HS-grad, Never-married, Craft-repair, Not-in-family, White, Male,40, United-States, <=50K
30, Private, Assoc-voc, Never-married, Adm-clerical, Not-in-family, White, Female,40, United-States, <=50K
20, Other, Bachelors, Never-married, Other, Other-relative, Black, Male,10, United-States, <=50K
46, Private, HS-grad, Married, Craft-repair, Husband, White, Male,40, United-States, <=50K
24, Government, HS-grad, Never-married, Other, Own-child, White, Male,40, United-States, <=50K
32, Private, Bachelors, Married, Sales, Husband, White, Male,42, United-States, >50K
36, Private, Bachelors, Divorced, Prof-specialty, Not-in-family, White, Male,50, United-States, <=50K
30, Private, Didnt-grad-HS, Married, Handlers-cleaners, Unmarried, White, Female,40, United-States, <=50K
60, Government, Bachelors, Married, Transport-moving, Husband, White, Male,40, United-States, <=50K
56, Government, Bachelors, Divorced, Exec-managerial, Not-in-family, White, Female,40, United-States, <=50K
57, Private, Didnt-grad-HS, Married, Machine-op-inspct, Husband, White, Male,40, United-States, <=50K
61, Government, Bachelors, Married, Exec-managerial, Wife, White, Female,40, United-States, <=50K
50, Private, HS-grad, Married, Craft-repair, Husband, White, Male,40, United-States, >50K
56, Self-employed, HS-grad, Married, Exec-managerial, Husband, White, Male,48, United-States, <=50K
61, Self-employed, Bachelors, Married, Sales, Husband, White, Male,35, United-States, >50K
45, Private, Masters, Divorced, Exec-managerial, Unmarried, White, Male,70, United-States, >50K
31, Private, Masters, Married, Prof-specialty, Husband, White, Male,40, United-States, >50K
60, Self-employed, HS-grad, Never-married, Exec-managerial, Not-in-family, Black, Male,50, United-States, >50K
26, Private, Bachelors, Married, Prof-specialty, Husband, White, Male,40, United-States, <=50K
56, Self-employed, Didnt-grad-HS, Married, Other, Wife, White, Female,40, United-States, <=50K
45, Private, Didnt-grad-HS, Widowed, Other, Unmarried, White, Female,40, United-States, <=50K
28, Private, Assoc-acdm, Never-married, Exec-managerial, Not-in-family, White, Male,65, United-States, >50K
45, Self-employed, Bachelors, Married, Exec-managerial, Husband, Amer-Indian-Eskimo, Male,40, United-States, <=50K
58, Private, Didnt-grad-HS, Married, Handlers-cleaners, Husband, White, Male,40, United-States, <=50K
38, Private, Assoc-voc, Never-married, Tech-support, Not-in-family, White, Female,40, United-States, <=50K
23, Private, Bachelors, Never-married, Exec-managerial, Own-child, White, Female,40, United-States, <=50K
49, Private, HS-grad, Married, Craft-repair, Husband, White, Male,40, United-States, >50K
19, Private, Bachelors, Never-married, Sales, Own-child, White, Female,25, United-States, <=50K
22, Private, HS-grad, Never-married, Other, Own-child, White, Male,40, United-States, <=50K
23, Private, HS-grad, Married, Machine-op-inspct, Husband, White, Male,50, United-States, <=50K
23, Private, HS-grad, Married, Adm-clerical, Wife, White, Female,40, United-States, <=50K
40, Private, HS-grad, Married, Craft-repair, Husband, White, Male,25, United-States, <=50K
55, Government, Bachelors, Never-married, Prof-specialty, Not-in-family, White, Female,40, United-States, <=50K
34, Government, Assoc-voc, Never-married, Prof-specialty, Not-in-family, White, Female,40, United-States, <=50K
21, Private, HS-grad, Married, Machine-op-inspct, Husband, Black, Male,40, United-States, <=50K
28, Private, HS-grad, Never-married, Other, Own-child, White, Female,40, United-States, <=50K
43, Government, Bachelors, Married, Tech-support, Not-in-family, Asian-Pac-Islander, Male,40, United-States, <=50K
17, Private, Didnt-grad-HS, Never-married, Transport-moving, Not-in-family, White, Male,20, United-States, <=50K
51, Self-employed, Didnt-grad-HS, Widowed, Transport-moving, Other-relative, White, Female,40, United-States, <=50K
37, Private, HS-grad, Married, Sales, Husband, White, Male,40, United-States, >50K
54, Self-employed, Bachelors, Married, Sales, Husband, White, Male,50, United-States, >50K
24, Private, Bachelors, Never-married, Sales, Not-in-family, White, Male,30, United-States, <=50K
35, Private, HS-grad, Married, Craft-repair, Husband, White, Male,40, United-States, >50K
48, Private, HS-grad, Never-married, Machine-op-inspct, Not-in-family, Black, Female,40, United-States, <=50K
23, Private, Assoc-voc, Never-married, Machine-op-inspct, Own-child, White, Male,40, United-States, <=50K
24, Private, HS-grad, Never-married, Priv-house-serv, Not-in-family, White, Female,45, England, <=50K
24, Private, Assoc-voc, Never-married, Adm-clerical, Own-child, White, Female,20, United-States, <=50K
50, Private, Didnt-grad-HS, Married, Craft-repair, Husband, White, Male,40, United-States, <=50K
34, Private, HS-grad, Married, Transport-moving, Husband, White, Male,40, United-States, >50K
45, Private, HS-grad, Divorced, Adm-clerical, Not-in-family, White, Female,40, United-States, <=50K
36, Private, Didnt-grad-HS, Never-married, Craft-repair, Own-child, White, Male,40, United-States, <=50K
33, Private, Bachelors, Married, Exec-managerial, Husband, White, Male,45, United-States, >50K
21, Private, HS-grad, Never-married, Other, Own-child, White, Female,20, United-States, <=50K
32, Private, HS-grad, Married, Craft-repair, Husband, White, Male,40, United-States, <=50K
22, Private, Didnt-grad-HS, Never-married, Farming-fishing, Other-relative, White, Male,40, Mexico, <=50K
53, Private, HS-grad, Married, Tech-support, Husband, White, Male,40, United-States, >50K
36, Private, HS-grad, Married, Machine-op-inspct, Husband, White, Male,40, United-States, <=50K
22, Private, Bachelors, Never-married, Sales, Own-child, White, Male,40, United-States, <=50K
47, Private, HS-grad, Married, Protective-serv, Wife, Black, Female,40, United-States, <=50K
25, Other, Bachelors, Never-married, Other, Not-in-family, Amer-Indian-Eskimo, Female,20, United-States, <=50K
30, Private, HS-grad, Divorced, Machine-op-inspct, Unmarried, White, Female,20, United-States, <=50K
49, Other, HS-grad, Widowed, Other, Not-in-family, Black, Female,40, United-States, <=50K
23, Private, Bachelors, Never-married, Sales, Own-child, White, Male,40, United-States, <=50K
40, Private, Didnt-grad-HS, Separated, Transport-moving, Own-child, White, Male,35, United-States, <=50K
45, Government, Assoc-acdm, Divorced, Tech-support, Own-child, White, Male,40, United-States, <=50K
61, Government, Bachelors, Married, Prof-specialty, Husband, White, Male,42, United-States, <=50K
35, Private, HS-grad, Divorced, Exec-managerial, Unmarried, White, Female,55, United-States, <=50K
20, Private, Bachelors, Never-married, Other, Own-child, White, Female,25, United-States, <=50K
27, Private, Didnt-grad-HS, Never-married, Adm-clerical, Own-child, White, Male,60, United-States, <=50K
23, Private, HS-grad, Never-married, Adm-clerical, Own-child, White, Female,40, United-States, <=50K
25, Private, Bachelors, Married, Prof-specialty, Husband, White, Male,40, ?, <=50K
65, Government, Bachelors, Widowed, Adm-clerical, Not-in-family, White, Female,35, United-States, <=50K
25, Private, HS-grad, Never-married, Adm-clerical, Unmarried, Black, Female,40, United-States, <=50K
49, Private, Bachelors, Married, Sales, Husband, Asian-Pac-Islander, Male,50, South, >50K
45, Private, Bachelors, Divorced, Adm-clerical, Unmarried, White, Female,40, Germany, <=50K
46, Private, Masters, Divorced, Exec-managerial, Unmarried, White, Female,45, United-States, <=50K
67, Private, HS-grad, Widowed, Sales, Not-in-family, White, Female,32, United-States, <=50K
40, Private, HS-grad, Widowed, Machine-op-inspct, Unmarried, White, Female,40, United-States, <=50K
51, Private, Bachelors, Married, Exec-managerial, Husband, White, Male,60, United-States, >50K
44, Self-employed, Bachelors, Married, Exec-managerial, Husband, White, Male,50, United-States, >50K
35, Private, HS-grad, Married, Transport-moving, Husband, White, Male,60, United-States, <=50K
28, Private, Bachelors, Never-married, Sales, Not-in-family, White, Male,40, United-States, <=50K
44, Private, HS-grad, Divorced, Handlers-cleaners, Not-in-family, White, Female,48, United-States, <=50K
37, Private, Bachelors, Married, Craft-repair, Husband, White, Male,50, United-States, >50K
54, Private, Bachelors, Married, Transport-moving, Husband, White, Male,45, United-States, >50K
33, Government, Prof-school, Married, Prof-specialty, Wife, White, Female,40, United-States, >50K
46, Private, HS-grad, Divorced, Exec-managerial, Not-in-family, White, Female,40, United-States, <=50K
45, Private, Masters, Married, Exec-managerial, Husband, White, Male,40, United-States, <=50K
27, Private, Assoc-acdm, Never-married, Exec-managerial, Not-in-family, White, Male,40, United-States, <=50K
49, Private, Masters, Married, Sales, Husband, White, Male,50, United-States, >50K
51, Private, HS-grad, Divorced, Sales, Not-in-family, White, Male,45, United-States, <=50K
27, Private, HS-grad, Married, Handlers-cleaners, Husband, White, Male,40, United-States, <=50K
36, Private, HS-grad, Married, Machine-op-inspct, Husband, White, Male,40, United-States, <=50K
59, Private, Bachelors, Married, Prof-specialty, Husband, White, Male,40, United-States, >50K
24, Private, Bachelors, Never-married, Sales, Own-child, White, Female,15, United-States, <=50K
66, Other, Assoc-voc, Widowed, Other, Not-in-family, White, Female,40, United-States, <=50K
31, Private, HS-grad, Never-married, Other, Own-child, White, Female,38, United-States, <=50K
35, Government, Doctorate, Never-married, Prof-specialty, Not-in-family, Amer-Indian-Eskimo, Female,60, United-States, >50K
34, Private, Bachelors, Married, Other, Wife, Asian-Pac-Islander, Female,50, Philippines, >50K
50, Private, Bachelors, Married, Protective-serv, Husband, Black, Male,70, United-States, >50K
43, Self-employed, HS-grad, Married, Sales, Husband, White, Male,50, United-States, <=50K
21, Private, Didnt-grad-HS, Never-married, Craft-repair, Own-child, White, Male,30, El-Salvador, <=50K
33, Private, Didnt-grad-HS, Never-married, Other, Not-in-family, White, Male,45, El-Salvador, <=50K
48, Private, Bachelors, Divorced, Adm-clerical, Not-in-family, White, Female,38, United-States, <=50K
22, Private, HS-grad, Never-married, Priv-house-serv, Own-child, White, Female,36, United-States, <=50K
29, Private, Masters, Married, Exec-managerial, Husband, Asian-Pac-Islander, Male,40, Japan, <=50K
42, Self-employed, Assoc-voc, Married, Prof-specialty, Husband, White, Male,40, United-States, <=50K
28, Self-employed, HS-grad, Married, Craft-repair, Husband, White, Male,50, Hungary, <=50K
36, Private, HS-grad, Never-married, Prof-specialty, Not-in-family, White, Female,38, United-States, <=50K
66, Government, HS-grad, Widowed, Other, Not-in-family, White, Female,25, United-States, <=50K
44, Private, Bachelors, Married, Prof-specialty, Wife, White, Female,20, United-States, <=50K
45, Government, Bachelors, Divorced, Adm-clerical, Unmarried, Black, Female,40, United-States, <=50K
49, Private, HS-grad, Divorced, Other, Own-child, Black, Female,40, United-States, <=50K
36, Private, Bachelors, Divorced, Prof-specialty, Unmarried, White, Female,45, El-Salvador, <=50K
48, Private, Didnt-grad-HS, Married, Handlers-cleaners, Husband, White, Male,60, United-States, <=50K
19, Private, HS-grad, Never-married, Transport-moving, Own-child, White, Male,40, United-States, <=50K
36, Private, Bachelors, Married, Adm-clerical, Husband, White, Male,40, United-States, >50K
41, Private, Masters, Married, Exec-managerial, Husband, White, Male,45, United-States, >50K
32, Private, Bachelors, Married, Sales, Husband, White, Male,50, United-States, <=50K
49, Private, HS-grad, Married, Craft-repair, Husband, White, Male,40, United-States, >50K
51, Self-employed, HS-grad, Married, Exec-managerial, Wife, White, Female,40, United-States, <=50K
20, Private, Bachelors, Divorced, Other, Own-child, White, Female,29, United-States, <=50K
39, Private, Bachelors, Never-married, Adm-clerical, Own-child, White, Female,40, United-States, <=50K
38, Private, HS-grad, Married, Tech-support, Husband, White, Male,40, United-States, >50K
19, Private, Bachelors, Never-married, Other, Own-child, White, Female,25, United-States, <=50K
29, Government, Bachelors, Never-married, Handlers-cleaners, Own-child, White, Male,40, United-States, <=50K
52, Self-employed, HS-grad, Married, Sales, Husband, Asian-Pac-Islander, Male,40, United-States, >50K
22, Private, Assoc-voc, Never-married, Craft-repair, Not-in-family, White, Male,44, United-States, <=50K
44, Self-employed, Bachelors, Married, Exec-managerial, Husband, White, Male,80, United-States, <=50K
43, Private, HS-grad, Divorced, Craft-repair, Not-in-family, White, Male,40, United-States, <=50K
41, Government, Bachelors, Married, Transport-moving, Husband, White, Male,40, United-States, <=50K
63, Other, HS-grad, Married, Other, Husband, White, Male,40, United-States, <=50K
40, Private, Assoc-voc, Separated, Sales, Not-in-family, Black, Male,44, United-States, <=50K
40, Private, Bachelors, Never-married, Exec-managerial, Not-in-family, White, Male,30, Canada, <=50K
18, Private, Didnt-grad-HS, Never-married, Sales, Own-child, White, Female,15, United-States, <=50K
57, Self-employed, Prof-school, Married, Prof-specialty, Husband, Asian-Pac-Islander, Male,50, Taiwan, >50K
54, Government, Bachelors, Married, Exec-managerial, Husband, Asian-Pac-Islander, Male,40, Philippines, >50K
44, Private, Bachelors, Divorced, Prof-specialty, Unmarried, White, Female,40, United-States, <=50K
20, Private, Bachelors, Never-married, Sales, Not-in-family, White, Male,30, United-States, <=50K
40, Private, Bachelors, Married, Other, Wife, White, Female,40, Scotland, <=50K
29, Private, Bachelors, Never-married, Transport-moving, Unmarried, White, Male,40, United-States, <=50K
22, Private, Bachelors, Never-married, Adm-clerical, Not-in-family, White, Male,40, United-States, <=50K
44, Private, Masters, Married, Exec-managerial, Husband, White, Male,40, United-States, >50K
45, Private, Bachelors, Divorced, Sales, Own-child, White, Male,45, United-States, <=50K
52, Private, Bachelors, Married, Prof-specialty, Husband, White, Male,40, United-States, >50K
57, Private, HS-grad, Separated, Machine-op-inspct, Not-in-family, White, Male,40, Cuba, <=50K
51, Government, HS-grad, Divorced, Protective-serv, Not-in-family, White, Male,40, United-States, <=50K
23, Private, Bachelors, Never-married, Sales, Own-child, Black, Male,10, United-States, <=50K
22, Private, Assoc-voc, Married, Other, Husband, White, Male,44, United-States, <=50K
37, Private, Bachelors, Divorced, Exec-managerial, Not-in-family, White, Female,40, United-States, >50K
58, Government, HS-grad, Divorced, Adm-clerical, Unmarried, Black, Female,40, United-States, <=50K
61, Private, Didnt-grad-HS, Widowed, Farming-fishing, Unmarried, White, Male,20, United-States, <=50K
30, Private, Masters, Never-married, Prof-specialty, Not-in-family, White, Female,45, United-States, <=50K
23, Private, Bachelors, Never-married, Adm-clerical, Own-child, White, Female,40, United-States, <=50K
30, Private, Didnt-grad-HS, Divorced, Other, Not-in-family, Amer-Indian-Eskimo, Male,40, United-States, <=50K
18, Private, HS-grad, Never-married, Other, Own-child, White, Male,25, Canada, <=50K
34, Private, Bachelors, Married, Other, Wife, White, Female,12, ?, <=50K
23, Private, HS-grad, Never-married, Handlers-cleaners, Other-relative, Black, Male,40, United-States, <=50K
23, Private, Bachelors, Never-married, Priv-house-serv, Own-child, White, Female,10, United-States, <=50K
57, Private, Bachelors, Married, Sales, Husband, White, Male,55, United-States, >50K
58, Private, HS-grad, Married, Exec-managerial, Husband, White, Male,45, United-States, >50K
59, Self-employed, HS-grad, Married, Transport-moving, Husband, White, Male,40, United-States, >50K
27, Private, Bachelors, Married, Adm-clerical, Not-in-family, White, Male,40, United-States, <=50K
50, Private, Bachelors, Married, Farming-fishing, Husband, White, Male,45, United-States, >50K
44, Government, Masters, Divorced, Prof-specialty, Unmarried, White, Female,16, ?, <=50K
25, Private, Bachelors, Never-married, Tech-support, Own-child, White, Female,40, United-States, <=50K
33, Private, HS-grad, Divorced, Other, Unmarried, White, Female,30, United-States, <=50K
22, Private, Bachelors, Never-married, Other, Own-child, White, Male,35, United-States, <=50K
21, Private, Bachelors, Never-married, Craft-repair, Own-child, White, Male,30, United-States, <=50K
44, Private, Didnt-grad-HS, Married, Prof-specialty, Wife, White, Female,36, United-States, >50K
50, Private, Bachelors, Married, Sales, Husband, Asian-Pac-Islander, Male,50, United-States, >50K
44, Private, HS-grad, Married, Transport-moving, Husband, White, Male,45, United-States, <=50K
53, Other, HS-grad, Married, Other, Husband, White, Male,40, United-States, >50K
41, Private, Bachelors, Married, Exec-managerial, Husband, White, Male,50, United-States, >50K
54, Government, Bachelors, Widowed, Adm-clerical, Unmarried, White, Female,40, Mexico, <=50K
60, Self-employed, Didnt-grad-HS, Married, Farming-fishing, Husband, White, Male,40, United-States, <=50K
58, Private, Masters, Divorced, Prof-specialty, Not-in-family, White, Male,20, United-States, <=50K
27, Private, Bachelors, Married, Tech-support, Husband, White, Male,40, United-States, <=50K
43, Private, HS-grad, Never-married, Adm-clerical, Unmarried, White, Female,60, United-States, <=50K
33, Government, Assoc-acdm, Married, Handlers-cleaners, Husband, White, Male,40, United-States, <=50K
24, Private, Bachelors, Married, Transport-moving, Husband, White, Male,65, United-States, <=50K
41, Private, HS-grad, Never-married, Transport-moving, Not-in-family, White, Male,40, Poland, <=50K
21, Private, HS-grad, Never-married, Craft-repair, Own-child, White, Male,40, United-States, <=50K
39, Private, Bachelors, Married, Craft-repair, Own-child, Asian-Pac-Islander, Male,40, United-States, <=50K
27, Self-employed, Bachelors, Never-married, Exec-managerial, Own-child, White, Female,40, United-States, <=50K
50, Private, HS-grad, Married, Transport-moving, Husband, White, Male,40, United-States, <=50K
20, Private, HS-grad, Never-married, Handlers-cleaners, Own-child, White, Male,40, United-States, <=50K
46, Government, Bachelors, Married, Exec-managerial, Husband, White, Male,40, United-States, >50K
49, Private, Didnt-grad-HS, Married, Transport-moving, Husband, White, Male,40, United-States, <=50K
35, Government, Bachelors, Married, Exec-managerial, Wife, White, Female,35, United-States, >50K
56, Self-employed, Bachelors, Married, Other, Husband, White, Male,45, United-States, >50K
41, Government, Masters, Divorced, Prof-specialty, Not-in-family, White, Male,40, United-States, <=50K
41, Self-employed, Bachelors, Divorced, Craft-repair, Not-in-family, White, Male,50, United-States, <=50K
42, Private, HS-grad, Married, Craft-repair, Husband, White, Male,40, United-States, <=50K
58, Government, Didnt-grad-HS, Married, Craft-repair, Husband, White, Male,40, United-States, <=50K
43, Private, Bachelors, Married, Adm-clerical, Husband, White, Male,40, United-States, <=50K
